timestamp,full_time,region,work_site,male,age,education,phd,english_level,position,title,programming_language,industry,company_type,number_of_employees,total_experience,salary,salary_change,bonus
30/11/2021 09:09,1,Харків,Віддалено,0,26,Вища,Немає,4,Designer,Middle,JavaScript,"E-commerce, Fintech, Medtech",Інша,до 10 спеціалістів,5.0,2000,800.0,
30/11/2021 09:09,1,Львів,"Частково віддалено, частково в офісі",1,27,Вища,Немає,5,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,TypeScript,Cloud Computing,Стартап,до 50,3.0,7600,0.0,
30/11/2021 09:10,1,Київ,Віддалено,0,29,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,JavaScript,"Adtech, E-commerce",Аутсорсингова,до 200,4.0,2350,1050.0,
30/11/2021 09:12,1,Київ,,0,28,Вища,Немає,5,HR,Team Lead,,Marketplace ,Стартап,до 50,2.0,2700,700.0,
30/11/2021 09:13,1,Київ,"Частково віддалено, частково в офісі",1,24,Вища,Немає,3,"Data Science, Machine Learning, Big Data",Middle,Python,"Gambling, GameDev",Продуктова,до 10 спеціалістів,3.0,1800,800.0,800
30/11/2021 09:14,1,Київ,"Частково віддалено, частково в офісі",1,35,Середня,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Team Lead,Java,High Load Systems,Продуктова,до 1000,10.0,8000,0.0,12000
30/11/2021 09:15,1,Харків,"Частково віддалено, частково в офісі",1,34,Дві вищі,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,"Adtech, Big Data",Аутсорсингова,до 200,10.0,3500,1125.0,
30/11/2021 09:15,1,Одеса,"Частково віддалено, частково в офісі",1,24,Вища,Немає,3,"DevOps, SysAdmin",Junior,Groovy,Automotive,Аутсорсингова,понад 1000,0.5,800,400.0,
30/11/2021 09:15,1,Київ,В офісі,1,24,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,C# / .NET,Dating,Продуктова,до 200,1.5,1200,800.0,
30/11/2021 09:16,1,Одеса,Віддалено,1,20,Студент,Немає,5,ERP/CRM,,,CRM,Аутстафінгова,до 200,0.5,400,100.0,
30/11/2021 09:18,1,Харків,"Частково віддалено, частково в офісі",0,34,Вища,Немає,2,HR,Middle,,AR/VR,Аутсорсингова,до 50,1.0,400,200.0,150
30/11/2021 09:19,1,Львів,Віддалено,1,37,Дві вищі,Немає,4,"Data Science, Machine Learning, Big Data",Senior,Python,Big Data,Аутсорсингова,понад 1000,3.0,5000,500.0,500
30/11/2021 09:19,1,Київ,Віддалено,0,22,Вища,Немає,4,"Analyst (Business, Data, System)",Junior,,Fintech,Аутсорсингова,понад 1000,3.0,1800,0.0,40
30/11/2021 09:19,1,Київ,"Частково віддалено, частково в офісі",0,24,Вища,Немає,6,Designer,Middle,,"Fintech, Mobile, Real Estate",Аутсорсингова,до 200,2.0,1600,400.0,
30/11/2021 09:19,1,Львів,"Частково віддалено, частково в офісі",1,32,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,SQL,"Adtech, Media, Mobile",Продуктова,до 50,5.0,3500,0.0,
30/11/2021 09:20,1,Київ,Віддалено,0,41,Дві вищі,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,Automotive,Аутсорсингова,понад 1000,1.0,4000,1500.0,
30/11/2021 09:20,1,Харків,Віддалено,1,31,Дві вищі,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Manager,TypeScript,E-commerce,Продуктова,понад 1000,7.0,5100,1000.0,
30/11/2021 09:20,1,Харків,Віддалено,1,28,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,Python,Adtech,Аутсорсингова,понад 1000,3.0,3000,1000.0,
30/11/2021 09:21,1,Одеса,"Частково віддалено, частково в офісі",0,35,Вища,Немає,6,Designer,Middle,,Venture Capital,Продуктова,до 50,3.0,1000,200.0,
30/11/2021 09:21,1,Харків,В офісі,0,40,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,,Media,Продуктова,до 50,1.5,1600,1200.0,
30/11/2021 09:22,1,Одеса,Віддалено,0,29,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Manager,Java,E-commerce,Аутсорсингова,до 1000,6.0,4500,2000.0,1500
30/11/2021 09:22,1,Харків,Віддалено,1,27,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Python,"E-commerce, ERP, Mobile",Аутсорсингова,понад 1000,4.0,4000,1500.0,200
30/11/2021 09:22,1,Київ,"Частково віддалено, частково в офісі",0,33,Вища,Немає,5,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,PHP,"Media, Telecom",Продуктова,до 200,10.0,3900,0.0,
30/11/2021 09:23,1,Харків,Віддалено,0,33,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Senior,,Healthcare,Аутсорсингова,понад 1000,5.0,4000,1500.0,300
30/11/2021 09:25,1,Київ,В офісі,0,24,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,E-commerce,Продуктова,до 50,4.0,2600,900.0,
30/11/2021 09:25,1,Львів,Віддалено,1,34,Вища,Немає,6,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,Fintech,Аутсорсингова,понад 1000,10.0,2230,179.0,
30/11/2021 09:25,1,Львів,В офісі,1,34,Вища,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Senior,,Retail,Аутсорсингова,до 1000,4.0,3500,1000.0,
30/11/2021 09:26,1,Київ,Віддалено,1,29,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Java,Logistics,Аутстафінгова,до 200,5.0,1600,200.0,
30/11/2021 09:27,1,Ужгород,Віддалено,1,28,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,Python,"Automotive, E-commerce, Legal",Аутсорсингова,до 50,7.0,3000,500.0,
30/11/2021 09:27,1,Львів,Віддалено,1,30,Дві вищі,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Tech Lead,Kotlin,E-commerce,Інша,до 200,10.0,6300,1000.0,
30/11/2021 09:28,1,Київ,Віддалено,0,33,Вища,Немає,6,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,SQL,Gambling,Продуктова,до 200,1.5,1200,750.0,1000
30/11/2021 09:29,1,Київ,"Частково віддалено, частково в офісі",0,27,Вища,Немає,3,Technical writer,,Інше,CRM devey,Продуктова,до 1000,6.0,2132,570.0,
30/11/2021 09:30,1,Київ,"Частково віддалено, частково в офісі",1,26,Вища,Немає,4,"Data Science, Machine Learning, Big Data",Team Lead,Python,"Data Science, Gambling",Продуктова,до 1000,5.0,5500,2000.0,
30/11/2021 09:30,1,Харків,В офісі,1,30,Вища,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Senior,,"Manufacturing, Mobile, Real Estate",Аутстафінгова,до 1000,8.0,5000,1500.0,
30/11/2021 09:30,1,Тернопіль,"Частково віддалено, частково в офісі",1,28,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,JavaScript,E-commerce,Продуктова,до 200,2.0,700,200.0,
30/11/2021 09:31,1,Харків,"Частково віддалено, частково в офісі",0,25,Вища,Немає,5,HR,Middle,,"E-commerce, Fintech, Insurance",Аутстафінгова,до 1000,3.0,1200,700.0,
30/11/2021 09:32,1,Київ,Віддалено,1,33,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Tech Lead,Python,"Cloud Computing, Hardware, High Load Systems",Продуктова,до 200,6.0,6500,300.0,
30/11/2021 09:32,1,Київ,Віддалено,0,28,Вища,Немає,4,"Marketing, SEO, Copywriter",Middle,,E-commerce,Продуктова,до 200,0.25,650,75.0,100
30/11/2021 09:33,1,Київ,"Частково віддалено, частково в офісі",0,21,Вища,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Junior,,Mobile,Аутсорсингова,до 50,3.0,1200,200.0,
30/11/2021 09:34,1,Київ,Віддалено,1,32,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,Python,"Big Data, Fintech",Аутстафінгова,до 50,10.0,5000,500.0,5000
30/11/2021 09:34,1,Харків,Віддалено,1,32,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Tech Lead,Java,Insurance,Аутсорсингова,понад 1000,10.0,5300,1000.0,8000
30/11/2021 09:35,1,Одеса,"Частково віддалено, частково в офісі",1,44,Вища,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,C++,Automotive,Аутсорсингова,понад 1000,3.0,3400,400.0,
30/11/2021 09:35,1,Миколаїв,В офісі,0,24,Вища,Немає,3,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,TypeScript,"E-commerce, ERP, Media",Аутстафінгова,до 10 спеціалістів,3.0,2500,-500.0,
30/11/2021 09:36,1,Харків,"Частково віддалено, частково в офісі",0,22,Вища,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,"Blockchain, Fintech, Mobile",Аутсорсингова,до 200,1.5,800,400.0,100
30/11/2021 09:36,1,Луцьк,Віддалено,1,27,Вища,Немає,6,"Analyst (Business, Data, System)",Middle,,Fintech,Аутстафінгова,понад 1000,3.0,3000,450.0,
30/11/2021 09:38,1,Дніпро,"Частково віддалено, частково в офісі",1,32,Вища,Немає,4,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,"Insurance, Mobile",Аутсорсингова,до 1000,4.0,1900,-300.0,
30/11/2021 09:38,1,Вінниця,Віддалено,1,28,Вища,Немає,4,HR,Middle,,"Adtech, Big Data, E-commerce",Продуктова,до 200,0.5,400,400.0,
30/11/2021 09:38,1,Київ,"Частково віддалено, частково в офісі",1,33,Вища,Немає,6,"DevOps, SysAdmin",Senior,Python,Fintech,Продуктова,до 50,3.0,4800,800.0,
30/11/2021 09:39,1,Запоріжжя,"Частково віддалено, частково в офісі",1,34,Дві вищі,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,"Media, Mobile",Продуктова,до 50,5.0,1500,0.0,
30/11/2021 09:40,1,Вінниця,Віддалено,1,33,Дві вищі,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,Java,"E-commerce, Retail",Аутсорсингова,до 1000,3.0,2800,1400.0,
30/11/2021 09:41,1,Київ,Віддалено,1,31,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,Python,Fintech,Аутсорсингова,понад 1000,10.0,3800,300.0,1000
30/11/2021 09:41,1,Херсон,"Частково віддалено, частково в офісі",0,35,Вища,Немає,6,HR,Senior,,"Adtech, AR/VR, Fintech",Аутсорсингова,до 200,2.0,1400,600.0,
30/11/2021 09:41,1,Київ,"Частково віддалено, частково в офісі",1,34,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,C# / .NET,Fintech,Аутстафінгова,до 1000,4.0,4500,1000.0,
30/11/2021 09:41,1,Київ,Віддалено,1,35,Вища,Немає,6,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Python,Embedded,Аутсорсингова,понад 1000,8.0,5300,1000.0,
30/11/2021 09:43,1,Львів,В офісі,1,36,Вища,Немає,2,"DevOps, SysAdmin",Junior,,"Hardware, Media, Security",Аутсорсингова,понад 1000,1.0,1000,200.0,50
30/11/2021 09:43,0,Київ,Віддалено,1,21,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,Python,"Big Data, Data Science, Fintech",Продуктова,до 50,1.0,1300,600.0,
30/11/2021 09:43,1,Київ,Віддалено,0,35,Вища,Немає,6,HR,Senior,,E-commerce,Продуктова,до 200,4.0,2200,50.0,
30/11/2021 09:44,1,Харків,Віддалено,1,32,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Python,E-commerce,Продуктова,до 10 спеціалістів,10.0,2000,200.0,300
30/11/2021 09:46,1,Харків,Віддалено,1,29,Дві вищі,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,"E-commerce, Fintech",Аутсорсингова,понад 1000,5.0,4000,2000.0,300
30/11/2021 09:46,0,Полтава,Віддалено,1,30,Дві вищі,Немає,4,"DevOps, SysAdmin",Intern/Trainee,,Cloud Computing,Аутсорсингова,понад 1000,0.25,300,0.0,
30/11/2021 09:47,1,Київ,Віддалено,1,28,Вища,Немає,5,Support,,,"Cloud Computing, E-commerce, ERP",Продуктова,до 50,6.0,2700,1200.0,2000
30/11/2021 09:47,1,Київ,Віддалено,1,42,Дві вищі,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Senior,,Retail,Аутсорсингова,понад 1000,10.0,5500,750.0,
30/11/2021 09:49,1,Харків,"Частково віддалено, частково в офісі",0,29,Вища,Немає,5,HR,Senior,,GameDev,Продуктова,до 1000,6.0,2000,300.0,
30/11/2021 09:49,1,Львів,Віддалено,1,24,Вища,Немає,4,DBA,,SQL,Medtech,Аутсорсингова,понад 1000,0.5,1100,300.0,
30/11/2021 09:50,1,Харків,В офісі,0,22,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,Medtech,Аутсорсингова,понад 1000,1.0,450,150.0,
30/11/2021 09:51,1,Харків,Віддалено,1,34,Вища,Немає,4,"DevOps, SysAdmin",Senior,Python,Retail,Стартап,до 200,5.0,5000,1000.0,
30/11/2021 09:52,1,Вінниця,Віддалено,1,28,Вища,Немає,6,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,TypeScript,"E-commerce, Media, Retail",Аутсорсингова,понад 1000,3.0,3500,2300.0,
30/11/2021 09:52,1,Київ,"Частково віддалено, частково в офісі",1,23,Вища,Немає,6,"DevOps, SysAdmin",Senior,Python,"High Load Systems, Media",Продуктова,до 10 спеціалістів,4.0,10000,2495.0,2000
30/11/2021 09:54,1,Київ,Віддалено,0,31,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Team Lead,,Medtech,Аутсорсингова,понад 1000,10.0,4225,300.0,
30/11/2021 09:57,1,Київ,"Частково віддалено, частково в офісі",1,34,Вища,Немає,5,"Analyst (Business, Data, System)",Senior,,"E-commerce, Travel",Аутсорсингова,до 1000,4.0,4500,700.0,350
30/11/2021 09:57,1,Київ,Віддалено,1,27,Вища,Немає,6,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,GameDev,Продуктова,понад 1000,1.5,800,200.0,200
30/11/2021 09:57,1,Львів,Віддалено,1,20,Студент,Немає,4,"Analyst (Business, Data, System)",Junior,,"Big Data, IT Service Managment",Аутсорсингова,понад 1000,0.25,500,200.0,
30/11/2021 09:58,1,Харків,"Частково віддалено, частково в офісі",1,34,Вища,Немає,4,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,,E-commerce,Інша,понад 1000,5.0,3700,700.0,10000
30/11/2021 09:58,1,Київ,"Частково віддалено, частково в офісі",1,45,Вища,Немає,4,"Analyst (Business, Data, System)",Middle,,Security,Продуктова,до 200,5.0,3000,-500.0,
30/11/2021 09:59,1,Київ,Віддалено,0,25,Вища,Немає,5,HR,Middle,,Consumer Electronics,Продуктова,до 1000,3.0,1500,700.0,1000
30/11/2021 09:59,1,Харків,Віддалено,0,32,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,-,Аутсорсингова,понад 1000,0.25,620,0.0,
30/11/2021 10:00,1,Львів,Віддалено,1,20,Студент,Немає,4,"Analyst (Business, Data, System)",Intern/Trainee,,Service Managment,Аутсорсингова,понад 1000,0.25,330,0.0,
30/11/2021 10:00,1,Харків,Віддалено,1,21,Вища,Немає,5,"Data Science, Machine Learning, Big Data",Junior,Python,"Big Data, Data Science, Machine Learning",Аутсорсингова,до 1000,0.25,950,0.0,
30/11/2021 10:01,1,Київ,"Частково віддалено, частково в офісі",0,25,Вища,Немає,6,"Analyst (Business, Data, System)",Team Lead,,Cloud Computing,Аутсорсингова,до 1000,3.0,4500,1000.0,
30/11/2021 10:02,1,Дніпро,"Частково віддалено, частково в офісі",1,34,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,"Dating, E-commerce, Gambling",Аутстафінгова,понад 1000,0.25,600,0.0,
30/11/2021 10:02,1,Київ,В офісі,1,31,Вища,Немає,5,ERP/CRM,,1С,ERP,Аутсорсингова,до 1000,8.0,2500,500.0,
30/11/2021 10:04,1,Київ,Віддалено,1,34,Дві вищі,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Tech Lead,R,"Big Data, Data Science",Продуктова,понад 1000,7.0,5000,200.0,1500
30/11/2021 10:06,1,Київ,"Частково віддалено, частково в офісі",0,30,Вища,Немає,4,HR,Senior,,"ERP, High Load Systems",Продуктова,понад 1000,5.0,3000,500.0,250
30/11/2021 10:07,1,Дніпро,Віддалено,1,32,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,Mobile,Аутсорсингова,до 1000,4.0,1000,200.0,
30/11/2021 10:08,1,Житомир,"Частково віддалено, частково в офісі",1,24,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,Python,Fintech,Аутсорсингова,до 50,1.0,900,600.0,150
30/11/2021 10:09,1,Вінниця,В офісі,1,26,Вища,Немає,3,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,Mobile,Аутсорсингова,до 50,0.5,500,,
30/11/2021 10:09,1,Тернопіль,Віддалено,1,28,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,JavaScript,Telecom,Аутсорсингова,до 1000,7.0,3500,600.0,
30/11/2021 10:10,1,Київ,Віддалено,1,35,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Kotlin,Fintech,Аутсорсингова,понад 1000,10.0,5500,1000.0,1500
30/11/2021 10:12,1,Київ,"Частково віддалено, частково в офісі",1,25,Дві вищі,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,Python,Пропускаю,Продуктова,до 200,2.0,1500,700.0,
30/11/2021 10:12,1,Львів,Віддалено,1,21,Вища,Немає,6,"Marketing, SEO, Copywriter",Middle,,Legal,Продуктова,до 1000,6.0,2500,1100.0,150
30/11/2021 10:14,1,Одеса,В офісі,1,23,Вища,Немає,6,"Analyst (Business, Data, System)",Junior,,"E-commerce, Media",Продуктова,понад 1000,0.5,1000,0.0,
30/11/2021 10:14,1,Одеса,Віддалено,1,25,Вища,Немає,5,"Data Science, Machine Learning, Big Data",Middle,Python,"Big Data, E-commerce",Продуктова,до 10 спеціалістів,2.0,2300,900.0,
30/11/2021 10:14,1,Харків,Віддалено,1,33,Вища,Немає,6,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Python,Medtech,Аутсорсингова,понад 1000,8.0,3800,800.0,
30/11/2021 10:14,1,Харків,Віддалено,1,29,Дві вищі,Немає,6,"DevOps, SysAdmin",Middle,Groovy,Disaster recovery,Продуктова,до 200,2.0,6000,1800.0,
30/11/2021 10:15,1,Львів,Віддалено,1,26,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,Java,Logistics,Аутсорсингова,понад 1000,3.0,2500,1300.0,
30/11/2021 10:15,1,Вінниця,В офісі,1,32,Вища,Немає,4,"Marketing, SEO, Copywriter",Team Lead,,"Automotive, Real Estate",Продуктова,до 1000,9.0,2500,550.0,
30/11/2021 10:16,1,Харків,В офісі,1,37,Середня спеціальна,Немає,3,"DevOps, SysAdmin",Middle,Інше,Blockchain,Продуктова,до 200,2.0,2500,1000.0,
30/11/2021 10:16,1,Київ,Віддалено,1,28,Вища,Немає,5,"DevOps, SysAdmin",Middle,Python,"Cloud Computing, High Load Systems, Machine Learning",Аутсорсингова,понад 1000,3.0,4250,2000.0,
30/11/2021 10:16,1,Київ,Віддалено,1,32,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,Gambling,Продуктова,до 1000,4.0,2000,700.0,
30/11/2021 10:16,1,Київ,Віддалено,1,40,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,Professional Services,Аутстафінгова,понад 1000,10.0,3500,0.0,7000
30/11/2021 10:17,1,Київ,В офісі,0,33,Вища,Немає,5,"Marketing, SEO, Copywriter",Head,,"Edtech, Education",Продуктова,до 1000,5.0,1500,500.0,
30/11/2021 10:17,1,Харків,"Частково віддалено, частково в офісі",0,33,Вища,Немає,6,Sales Manager,,,"Fintech, Logistics, Telecom",Аутстафінгова,до 200,9.0,1900,400.0,300
30/11/2021 10:19,1,Дніпро,"Частково віддалено, частково в офісі",1,24,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,Legal,Продуктова,до 50,3.0,2200,400.0,2200
30/11/2021 10:20,1,Київ,"Частково віддалено, частково в офісі",0,26,Вища,Немає,6,"Analyst (Business, Data, System)",Middle,,"E-commerce, Telecom",Продуктова,до 200,3.0,2700,400.0,
30/11/2021 10:20,1,Київ,"Частково віддалено, частково в офісі",0,31,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,"E-commerce, Retail",Аутсорсингова,до 200,2.0,1900,900.0,
30/11/2021 10:20,1,Харків,Віддалено,1,25,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Senior,,Real Estate,Продуктова,до 200,5.0,4050,1000.0,
30/11/2021 10:21,1,Київ,Віддалено,1,44,Середня,Немає,6,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,Python,"High Load Systems, Mobile, Security",Продуктова,до 50,10.0,3000,0.0,
30/11/2021 10:21,1,Харків,Віддалено,1,28,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Python,E-commerce,Аутсорсингова,до 200,5.0,3500,1400.0,
30/11/2021 10:21,1,Одеса,"Частково віддалено, частково в офісі",0,30,Вища,Немає,5,HR,Team Lead,,"Big Data, Data Science",Продуктова,до 200,5.0,2000,700.0,1800
30/11/2021 10:21,1,Київ,"Частково віддалено, частково в офісі",1,29,Вища,Немає,2,Designer,Senior,,Gambling,Продуктова,понад 1000,5.0,1700,0.0,
30/11/2021 10:21,1,Харків,Віддалено,1,27,Дві вищі,Немає,4,HR,Senior,,"Big Data, E-commerce, Retail",Аутсорсингова,до 1000,4.0,1500,500.0,500
30/11/2021 10:21,1,Одеса,Віддалено,1,35,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,Ensurance,Продуктова,до 200,10.0,3000,300.0,
30/11/2021 10:22,1,Київ,Віддалено,1,36,Вища,Немає,6,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,,"Cloud Computing, Fintech, Telecom",Аутсорсингова,понад 1000,5.0,5800,400.0,3000
30/11/2021 10:22,1,Запоріжжя,В офісі,1,33,Дві вищі,Немає,3,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,E-commerce,Аутсорсингова,до 200,4.0,4400,1100.0,250
30/11/2021 10:23,1,Львів,Віддалено,1,34,Вища,Немає,6,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Middle,,E-commerce,Продуктова,до 1000,10.0,4500,0.0,100
30/11/2021 10:23,1,Київ,Віддалено,1,27,Вища,Немає,4,"Data Science, Machine Learning, Big Data",Middle,Python,"Data Science, E-commerce",Продуктова,понад 1000,3.0,2750,600.0,
30/11/2021 10:24,1,Львів,Віддалено,0,29,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,JavaScript,Insurance,Аутстафінгова,понад 1000,7.0,3000,300.0,
30/11/2021 10:24,1,Київ,"Частково віддалено, частково в офісі",1,50,Дві вищі,Немає,5,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,,Travel,Продуктова,до 200,10.0,5500,0.0,550
30/11/2021 10:24,1,Тернопіль,В офісі,1,32,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Junior,,"E-commerce, Media",Аутсорсингова,до 1000,0.5,800,400.0,
30/11/2021 10:25,1,Суми,Віддалено,0,25,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,,"E-commerce, Telecom",Аутсорсингова,до 1000,5.0,1820,770.0,180
30/11/2021 10:25,1,Київ,В офісі,1,28,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,SQL,Retail,Продуктова,до 200,6.0,2400,800.0,50
30/11/2021 10:25,1,Київ,Віддалено,1,33,Вища,Немає,6,"СTO, Director of Engineering, Program Director, CEO, (co-)founder",,Python,"Adtech, Big Data, Cloud Computing",Продуктова,до 10 спеціалістів,5.0,6200,1500.0,
30/11/2021 10:25,1,Київ,Віддалено,0,30,Дві вищі,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,PHP,Insurance,Аутстафінгова,до 200,8.0,4500,500.0,
30/11/2021 10:26,1,Харків,Віддалено,1,23,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,PHP,E-commerce,Продуктова,понад 1000,3.0,1500,300.0,
30/11/2021 10:26,0,Львів,"Частково віддалено, частково в офісі",1,39,Вища,Немає,5,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",Senior,,Healthcare,Аутсорсингова,понад 1000,4.0,5500,1000.0,
30/11/2021 10:27,1,Харків,Віддалено,0,26,Вища,Немає,6,"Marketing, SEO, Copywriter",Middle,,E-commerce,Аутсорсингова,до 200,8.0,1000,0.0,
30/11/2021 10:29,1,Запоріжжя,Віддалено,1,28,Вища,Немає,6,ERP/CRM,,SQL,"Cloud Computing, ERP",Продуктова,до 50,0.25,900,100.0,
30/11/2021 10:29,1,Київ,Віддалено,1,31,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Senior,Java,Telecom,Аутсорсингова,понад 1000,9.0,6000,1000.0,100
30/11/2021 10:29,1,Київ,Віддалено,0,28,Вища,Немає,4,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,"Machine Learning, Retail",Аутстафінгова,понад 1000,4.0,2700,500.0,
30/11/2021 10:29,1,Черкаси,"Частково віддалено, частково в офісі",1,25,Вища,Немає,5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",Middle,,E-commerce,Аутстафінгова,до 200,1.5,2000,1500.0,
30/11/2021 10:29,1,Київ,Віддалено,1,39,Вища,Немає,6,"Analyst (Business, Data, System)",Team Lead,,"Cloud Computing, Fintech",Продуктова,до 50,10.0,4700,400.0,800
