full_time,programming_language,total_experience,position,salary,region,english_level,title,male,company_type,year
1,Python,4.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1720.0,Київ,4,Middle,0,Продуктова,2020
1,JavaScript,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Дніпро,5,Senior,0,Аутсорсингова,2020
1,C#/.NET,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,5,Senior,1,Аутсорсингова,2020
1,Java,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,6,Senior,1,Аутсорсингова,2020
1,JavaScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Вінниця,6,Senior,0,Аутсорсингова,2020
1,Python,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1715.0,Київ,4,Middle,1,Аутсорсингова,2020
1,,10.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Senior,1,Продуктова,2020
1,TypeScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Senior,1,Стартап,2020
1,,6.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Middle,0,Аутсорсингова,2020
1,,9.0,Support,1000.0,Вінниця,5,Middle,1,Продуктова,2020
1,JavaScript,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Дніпро,4,Senior,1,Продуктова,2020
1,,1.0,"Analyst (Business, Data, System)",2000.0,Одеса,5,Middle,1,Продуктова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1710.0,Київ,5,Middle,1,Аутстафінгова,2020
1,Java,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,3,Senior,1,Продуктова,2020
1,,1.0,Support,1000.0,Одеса,4,Middle,1,Аутсорсингова,2020
1,,2.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Middle,1,Продуктова,2020
1,,6.0,"Analyst (Business, Data, System)",2000.0,Київ,6,Middle,1,Аутсорсингова,2020
1,,4.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Львів,5,Junior,1,Аутсорсингова,2020
1,Go,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Senior,1,Аутсорсингова,2020
1,JavaScript,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Одеса,5,Senior,1,Продуктова,2020
1,C++,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Senior,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Івано-Франківськ,4,Senior,1,Аутстафінгова,2020
1,,4.0,"DevOps, SysAdmin",600.0,Київ,3,Junior,1,Інша,2020
1,PHP,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Senior,1,Аутстафінгова,2020
1,Java,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",300.0,Суми,4,Junior,1,Інша,2020
1,JavaScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Senior,1,Аутстафінгова,2020
1,,10.0,DBA,2850.0,Харків,4,Senior,1,Продуктова,2020
1,Java,8.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Вінниця,5,Senior,1,Аутстафінгова,2020
1,,3.0,"Analyst (Business, Data, System)",2000.0,Дніпро,5,Middle,0,Продуктова,2020
1,Swift,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Не Україна,4,Senior,1,Аутсорсингова,2020
0,C#/.NET,8.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Senior,1,Аутстафінгова,2020
0,JavaScript,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Senior,1,Продуктова,2020
1,,7.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,6,Middle,1,Аутсорсингова,2020
1,,5.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Черкаси,6,Middle,0,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Senior,1,Аутсорсингова,2020
1,,4.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Харків,3,Middle,0,Аутсорсингова,2020
1,,8.0,Designer,1950.0,Львів,5,Senior,0,Аутсорсингова,2020
1,,3.0,Designer,1920.0,Київ,5,Head,0,Продуктова,2020
1,JavaScript,4.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Львів,5,Middle,1,Продуктова,2020
1,PHP,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Senior,1,Аутсорсингова,2020
1,,5.0,"Analyst (Business, Data, System)",2000.0,Київ,5,Middle,0,Аутсорсингова,2020
1,JavaScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Senior,1,Продуктова,2020
1,Java,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Senior,1,Аутсорсингова,2020
1,C#/.NET,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Senior,1,Аутстафінгова,2020
1,Python,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Чернівці,4,Senior,1,Аутстафінгова,2020
1,Java,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутстафінгова,2020
1,,3.0,Designer,1900.0,Київ,3,Middle,0,Аутсорсингова,2020
1,JavaScript,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Дніпро,4,Middle,1,Продуктова,2020
1,Java,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,3,Middle,1,Продуктова,2020
1,JavaScript,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,4,Middle,1,Продуктова,2020
1,Kotlin,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,,10.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Middle,1,Аутсорсингова,2020
1,Java,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутстафінгова,2020
1,TypeScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,Java,6.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,3,Middle,1,Продуктова,2020
1,,10.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Senior,1,Продуктова,2020
1,,3.0,Support,1000.0,Київ,5,Middle,0,Аутсорсингова,2020
1,Python,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,5,Middle,1,Продуктова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Львів,5,Middle,0,Аутсорсингова,2020
1,Java,6.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,5,Middle,0,Продуктова,2020
1,JavaScript,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,,4.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Львів,4,Middle,0,Продуктова,2020
1,JavaScript,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,JavaScript,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,5,Middle,0,Аутсорсингова,2020
1,,8.0,Security Specialist,3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,C#/.NET,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Продуктова,2020
1,Java,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,,5.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Херсон,4,Middle,1,Аутсорсингова,2020
1,,3.0,"Analyst (Business, Data, System)",2000.0,Дніпро,4,Middle,1,Продуктова,2020
1,TypeScript,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Вінниця,5,Middle,1,Аутсорсингова,2020
1,,5.0,HR,1300.0,Харків,5,Senior,0,Аутсорсингова,2020
1,,1.0,"Analyst (Business, Data, System)",2000.0,Київ,5,Middle,0,Продуктова,2020
1,TypeScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутстафінгова,2020
1,C#,5.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Харків,4,Middle,0,Продуктова,2020
1,,3.0,HR,1300.0,Київ,5,Middle,0,Аутсорсингова,2020
1,JavaScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,Kotlin,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Продуктова,2020
1,,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,4,Middle,1,Продуктова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Одеса,6,Middle,0,Аутсорсингова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Middle,1,Аутсорсингова,2020
1,,2.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Харків,5,Middle,1,Продуктова,2020
1,C++,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,,3.0,HR,1300.0,Вінниця,4,Head,0,Аутстафінгова,2020
1,,9.0,DBA,2800.0,Львів,4,Senior,1,Аутсорсингова,2020
1,Java,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,Kotlin,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,3,Middle,1,Продуктова,2020
1,C,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутстафінгова,2020
1,Python,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,6,Middle,1,Продуктова,2020
1,Java,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Львів,5,Middle,1,Аутсорсингова,2020
1,Kotlin,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,Java,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Middle,1,Продуктова,2020
1,Java,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Одеса,5,Middle,1,Продуктова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,6,Middle,1,Продуктова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,6,Middle,1,Продуктова,2020
1,Python,8.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Запоріжжя,4,Middle,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,4,Middle,1,Аутсорсингова,2020
1,,7.0,Designer,1900.0,Львів,5,Middle,0,Аутсорсингова,2020
1,,9.0,"Marketing, SEO, Copywriter",2500.0,Київ,6,Head,0,Стартап,2020
1,JavaScript,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Продуктова,2020
1,C++,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,,4.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Middle,1,Продуктова,2020
1,,10.0,Support,1000.0,Одеса,6,Middle,1,Аутстафінгова,2020
1,Python,10.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",5000.0,Харків,5,Team Lead,1,Аутсорсингова,2020
1,JavaScript,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Не Україна,4,Middle,1,Продуктова,2020
1,C++,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,Go,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,C#/.NET,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,C#/.NET,7.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Одеса,6,Middle,1,Аутсорсингова,2020
1,,0.5,Customer Success,1200.0,Харків,6,Middle,0,Стартап,2020
1,Kotlin,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Хмельницький,4,Middle,1,Продуктова,2020
0,,9.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,4,Middle,0,Продуктова,2020
1,,4.0,Support,1000.0,Чернігів,5,Middle,1,Продуктова,2020
1,,8.0,"DevOps, SysAdmin",4400.0,Львів,4,Team Lead,1,Аутсорсингова,2020
1,Інше,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,Інше,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,4,Middle,1,Продуктова,2020
1,,2.0,"Analyst (Business, Data, System)",2000.0,Київ,6,Middle,0,Аутсорсингова,2020
1,Інше,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,,5.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Senior,1,Продуктова,2020
1,Java,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,3,Middle,1,Продуктова,2020
1,Kotlin,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Аутсорсингова,2020
1,,4.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Харків,4,Middle,0,Аутсорсингова,2020
1,Java,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Продуктова,2020
1,Python,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутстафінгова,2020
1,,10.0,"DevOps, SysAdmin",7700.0,Харків,5,Team Lead,1,Продуктова,2020
1,C#,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,5,Middle,1,Аутсорсингова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Дніпро,4,Middle,1,Аутсорсингова,2020
1,,5.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Middle,0,Стартап,2020
1,,3.0,"Analyst (Business, Data, System)",2000.0,Львів,6,Middle,1,Аутсорсингова,2020
1,PHP,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,JavaScript,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутстафінгова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,JavaScript,2.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Аутсорсингова,2020
1,,6.0,Designer,1900.0,Київ,4,Senior,0,Продуктова,2020
1,,0.25,Support,1000.0,Київ,4,Middle,1,Продуктова,2020
1,Python,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,6,Middle,0,Продуктова,2020
1,,5.0,HR,1300.0,Київ,4,Senior,0,Продуктова,2020
1,Java,4.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,4,Middle,1,Продуктова,2020
1,,5.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,4,Senior,1,Продуктова,2020
1,C#/.NET,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Продуктова,2020
1,C#/.NET,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,TypeScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутстафінгова,2020
0,,1.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",300.0,Дніпро,4,Junior,0,Аутстафінгова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Івано-Франківськ,5,Middle,1,Аутсорсингова,2020
1,,10.0,"DevOps, SysAdmin",1300.0,Київ,3,Senior,1,Продуктова,2020
1,TypeScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Дніпро,4,Middle,1,Продуктова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Київ,4,Middle,0,Аутсорсингова,2020
1,C#/.NET,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутстафінгова,2020
1,Python,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,0,Стартап,2020
1,Java,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Харків,6,Middle,0,Аутсорсингова,2020
1,TypeScript,7.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутстафінгова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Харків,4,Middle,1,Аутсорсингова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Аутсорсингова,2020
1,JavaScript,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1700.0,Одеса,6,Middle,0,Продуктова,2020
1,C#/.NET,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Херсон,4,Middle,1,Аутсорсингова,2020
1,Java,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,,5.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1680.0,Львів,5,Middle,1,Аутсорсингова,2020
1,Java,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1670.0,Харків,4,Middle,1,Аутсорсингова,2020
1,,1.0,Support,1000.0,Рівне,5,Middle,1,Аутсорсингова,2020
1,PHP,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Продуктова,2020
1,Python,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1300.0,Дніпро,3,Middle,1,Продуктова,2020
1,,4.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Senior,1,Продуктова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,3,Middle,1,Продуктова,2020
1,,1.0,HTML Coder,1100.0,Тернопіль,4,Junior,1,Аутсорсингова,2020
1,C#/.NET,8.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Дніпро,3,Middle,1,Продуктова,2020
1,Java,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,5,Middle,1,Аутсорсингова,2020
1,JavaScript,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Одеса,3,Middle,1,Аутсорсингова,2020
1,,2.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1650.0,Дніпро,5,Middle,0,Аутсорсингова,2020
1,JavaScript,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутстафінгова,2020
1,,4.0,HR,1300.0,Київ,5,Middle,0,Аутсорсингова,2020
1,,1.0,"Marketing, SEO, Copywriter",700.0,Київ,3,Junior,1,Продуктова,2020
1,C#,1.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1650.0,Київ,3,Middle,1,Продуктова,2020
1,PHP,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,3,Middle,1,Продуктова,2020
1,,3.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Middle,1,Продуктова,2020
1,Dart,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,PHP,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
1,C#/.NET,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,6,Middle,0,Продуктова,2020
1,C#/.NET,10.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,5,Middle,1,Аутсорсингова,2020
1,C#/.NET,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутсорсингова,2020
1,,6.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,6,Middle,1,Аутсорсингова,2020
1,JavaScript,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",5300.0,Київ,6,Senior,1,Аутстафінгова,2020
1,,2.0,DBA,2700.0,Київ,4,Senior,1,Продуктова,2020
1,,6.0,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",3000.0,Київ,5,Senior,0,Аутсорсингова,2020
1,C#/.NET,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Аутсорсингова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1650.0,Київ,5,Middle,0,Продуктова,2020
1,Java,3.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,5,Middle,1,Аутстафінгова,2020
1,Go,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Продуктова,2020
1,,4.0,"DevOps, SysAdmin",5200.0,Київ,4,Senior,1,Аутсорсингова,2020
1,,2.0,Support,1000.0,Харків,5,Middle,0,Продуктова,2020
1,C#/.NET,9.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Харків,5,Middle,1,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Львів,4,Middle,1,Аутсорсингова,2020
1,Інше,6.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1650.0,Львів,4,Middle,1,Аутсорсингова,2020
1,Java,6.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Аутстафінгова,2020
1,JavaScript,5.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Одеса,5,Middle,1,Аутсорсингова,2020
1,PHP,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,5,Middle,1,Аутсорсингова,2020
1,,3.0,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1650.0,Київ,3,Middle,0,Продуктова,2020
1,,2.0,"Analyst (Business, Data, System)",2000.0,Київ,5,Middle,1,Продуктова,2020
1,,8.0,"DevOps, SysAdmin",1200.0,Кривий Ріг,2,Middle,1,Аутсорсингова,2020
1,,0.5,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",280.0,Миколаїв,3,Junior,0,Аутсорсингова,2020
1,JavaScript,4.0,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",3000.0,Київ,4,Middle,1,Продуктова,2020
