english_level,full_time,total_experience,company_type,region,title,programming_language,position,male,salary,year
5,1,10.0,Аутсорсингова,Київ,Head,,HR,0,4000.0,2020
2,1,4.0,Аутсорсингова,Дніпро,Intern/Trainee,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,400.0,2020
4,1,0.25,Продуктова,Житомир,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,400.0,2020
4,1,6.0,Продуктова,Київ,Senior,Elixir,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6100.0,2020
5,1,6.0,Продуктова,Київ,Team Lead,,"Data Science, Machine Learning, Big Data",1,5100.0,2020
4,1,1.0,Аутстафінгова,Київ,Junior,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1200.0,2020
5,1,10.0,Аутсорсингова,Київ,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6100.0,2020
5,1,10.0,Аутсорсингова,Київ,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6100.0,2020
5,1,5.0,Аутсорсингова,Київ,Senior,,"DevOps, SysAdmin",1,6000.0,2020
5,1,7.0,Продуктова,Львів,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6100.0,2020
5,1,5.0,Продуктова,Київ,Team Lead,,"DevOps, SysAdmin",1,5000.0,2020
6,1,10.0,Аутстафінгова,Київ,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6080.0,2020
5,1,6.0,Продуктова,Київ,Senior,Ruby,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,7.0,Аутстафінгова,Київ,Senior,,"Analyst (Business, Data, System)",1,5000.0,2020
5,1,7.0,Продуктова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,3.0,Продуктова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1200.0,2020
5,1,7.0,Продуктова,Вінниця,Senior,Erlang,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,0.25,Аутстафінгова,Львів,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,400.0,2020
2,1,10.0,Продуктова,Київ,Team Lead,,"DevOps, SysAdmin",1,1750.0,2020
5,1,9.0,Продуктова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
3,1,5.0,Інша,Харків,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,4.0,Стартап,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,1.0,Аутстафінгова,Не Україна,Junior,C#,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1200.0,2020
6,1,4.0,Продуктова,Київ,Team Lead,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,6000.0,2020
4,1,1.0,Продуктова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1200.0,2020
5,1,0.25,Аутсорсингова,Київ,Junior,,"DevOps, SysAdmin",1,815.0,2020
5,1,6.0,Аутстафінгова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,6000.0,2020
5,1,9.0,Аутстафінгова,Київ,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,3.0,Аутсорсингова,Львів,Middle,,"DevOps, SysAdmin",1,2500.0,2020
5,1,9.0,Продуктова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,8.0,Продуктова,Харків,Senior,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,1.0,Продуктова,Київ,Senior,,"DevOps, SysAdmin",1,1300.0,2020
6,1,5.0,Продуктова,Київ,Senior,,"Data Science, Machine Learning, Big Data",1,5000.0,2020
6,1,5.0,Аутсорсингова,Київ,Senior,,"Data Science, Machine Learning, Big Data",1,5000.0,2020
4,1,5.0,Аутсорсингова,Київ,Senior,C,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,5.0,Аутсорсингова,Дніпро,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,10.0,Продуктова,Одеса,Senior,,Designer,1,5000.0,2020
6,1,1.0,Продуктова,Київ,Intern/Trainee,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,400.0,2020
4,1,0.25,Інша,Київ,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,400.0,2020
5,1,8.0,Продуктова,Київ,Senior,,"Data Science, Machine Learning, Big Data",1,4800.0,2020
4,1,10.0,Стартап,Одеса,Senior,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,0,0.25,Аутсорсингова,Харків,Intern/Trainee,JavaScript,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,400.0,2020
4,1,0.25,Аутсорсингова,Чернігів,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,370.0,2020
5,1,7.0,Аутстафінгова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Аутсорсингова,Київ,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",0,6000.0,2020
4,1,0.25,Аутсорсингова,Харків,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,356.0,2020
5,1,5.0,Аутсорсингова,Харків,Middle,,Sales Manager,1,1300.0,2020
6,1,10.0,Продуктова,Харків,Senior,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,8.0,Продуктова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
3,1,1.0,Продуктова,Вінниця,Intern/Trainee,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,350.0,2020
4,1,0.25,Аутсорсингова,Львів,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,350.0,2020
5,1,5.0,Стартап,Харків,Senior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Продуктова,Київ,Head,,"Marketing, SEO, Copywriter",0,4500.0,2020
6,1,4.0,Продуктова,Київ,Middle,,Support,1,3285.0,2020
3,1,0.25,Аутсорсингова,Дніпро,Intern/Trainee,Python,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,350.0,2020
5,1,7.0,Продуктова,Не Україна,Senior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,8.0,Аутстафінгова,Київ,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,10.0,Продуктова,Київ,Senior,Scala,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Senior,Scala,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,3.0,Аутстафінгова,Харків,Senior,,"Data Science, Machine Learning, Big Data",1,4750.0,2020
4,1,5.0,Продуктова,Київ,Senior,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
3,1,2.0,Продуктова,Київ,Junior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1200.0,2020
5,1,3.0,Аутсорсингова,Київ,Middle,,Sales Manager,0,850.0,2020
5,1,9.0,Стартап,Харків,Senior,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Head,,HR,0,4000.0,2020
5,1,4.0,Аутсорсингова,Львів,Middle,,"Marketing, SEO, Copywriter",1,1400.0,2020
6,1,10.0,Аутсорсингова,Дніпро,Architect,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Продуктова,Одеса,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,6000.0,2020
4,1,10.0,Продуктова,Київ,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Architect,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,5.0,Продуктова,Київ,Senior,,"Marketing, SEO, Copywriter",1,3200.0,2020
5,1,10.0,Інша,Київ,Architect,Elixir,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,9.0,Продуктова,Київ,Head,,HR,1,3750.0,2020
5,1,10.0,Аутсорсингова,Київ,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Аутсорсингова,Львів,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Аутсорсингова,Харків,Architect,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Аутстафінгова,Харків,Architect,Інше,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,8.0,Аутсорсингова,Львів,Architect,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Запоріжжя,Architect,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,8.0,Аутстафінгова,Харків,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
3,1,10.0,Аутстафінгова,Київ,Tech Lead,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Аутстафінгова,Київ,Tech Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,0.5,Аутсорсингова,Дніпро,Intern/Trainee,Інше,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,350.0,2020
6,0,8.0,Продуктова,Дніпро,Team Lead,,"Data Science, Machine Learning, Big Data",1,4700.0,2020
5,1,10.0,Аутстафінгова,Київ,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,7.0,Аутстафінгова,Київ,Tech Lead,Rust,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,0.5,Аутсорсингова,Львів,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,350.0,2020
4,0,5.0,Інша,Київ,Middle,,Designer,0,4800.0,2020
5,1,8.0,Продуктова,Київ,Team Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Аутстафінгова,Київ,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,5.0,Аутстафінгова,Київ,Team Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Senior,,Designer,1,4600.0,2020
6,1,10.0,Аутстафінгова,Київ,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,2.0,Продуктова,Київ,Middle,,"Marketing, SEO, Copywriter",0,846.0,2020
5,1,5.0,Стартап,Київ,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,10.0,Продуктова,Київ,Team Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,6.0,Аутсорсингова,Львів,Senior,,"Analyst (Business, Data, System)",1,4500.0,2020
5,1,10.0,Продуктова,Київ,Team Lead,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,0.25,Аутсорсингова,Харків,Intern/Trainee,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,350.0,2020
3,1,2.0,Продуктова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1200.0,2020
4,1,0.25,Аутсорсингова,Харків,Intern/Trainee,C#,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,350.0,2020
3,1,5.0,Продуктова,Київ,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Продуктова,Київ,Senior,,"DevOps, SysAdmin",1,6000.0,2020
5,1,10.0,Аутстафінгова,Київ,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Аутсорсингова,Київ,Team Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,8.0,Аутстафінгова,Київ,Team Lead,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,10.0,Продуктова,Київ,Team Lead,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,10.0,Аутсорсингова,Житомир,Team Lead,Python,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,10.0,Аутсорсингова,Київ,Team Lead,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,4.0,Аутсорсингова,Львів,Middle,,"Marketing, SEO, Copywriter",1,900.0,2020
6,1,1.0,Аутсорсингова,Київ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1200.0,2020
6,1,10.0,Продуктова,Київ,Head,,HR,0,3700.0,2020
5,1,5.0,Аутстафінгова,Львів,Team Lead,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,10.0,Продуктова,Одеса,Team Lead,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,6000.0,2020
5,1,5.0,Аутстафінгова,Львів,Team Lead,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
5,1,2.0,Аутстафінгова,Дніпро,Middle,,"DevOps, SysAdmin",1,2000.0,2020
5,1,6.0,Аутстафінгова,Київ,Team Lead,Swift,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,10.0,Аутсорсингова,Харків,Senior,,"Project/Product/Program Manager, Product Owner, Scrum Master, Delivery Manager",1,6000.0,2020
4,1,7.0,Продуктова,Харків,Team Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",0,6000.0,2020
4,0,3.0,Продуктова,Житомир,Team Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
6,1,6.0,Аутстафінгова,Київ,Senior,,"Analyst (Business, Data, System)",1,4500.0,2020
4,1,2.0,Аутсорсингова,Львів,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1150.0,2020
5,1,5.0,Продуктова,Київ,Middle,C++,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,6000.0,2020
4,1,0.25,Продуктова,Одеса,Junior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",0,1100.0,2020
5,1,6.0,Аутстафінгова,Київ,Senior,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5985.0,2020
5,1,2.0,Аутсорсингова,Івано-Франківськ,Junior,,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1100.0,2020
6,1,5.0,Аутстафінгова,Львів,Senior,,"Marketing, SEO, Copywriter",0,1800.0,2020
4,1,0.5,Аутстафінгова,Львів,Junior,Java,"QA Engineer (Junior, Middle, Senior, Team/Tech Lead, Manager)",1,1100.0,2020
5,1,10.0,Аутстафінгова,Київ,Architect,C#/.NET,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5950.0,2020
5,1,10.0,Аутстафінгова,Київ,Tech Lead,JavaScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5900.0,2020
5,1,8.0,Продуктова,Львів,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5900.0,2020
5,1,8.0,Аутстафінгова,Львів,Tech Lead,Java,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5900.0,2020
5,1,9.0,Аутстафінгова,Київ,Senior,Elixir,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2020
4,1,10.0,Аутсорсингова,Львів,Head,,HR,1,3600.0,2020
4,1,10.0,Аутсорсингова,Львів,Tech Lead,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2020
5,1,10.0,Продуктова,Київ,Architect,Kotlin,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2020
2,1,10.0,Продуктова,Одеса,Architect,Go,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2020
3,1,10.0,Продуктова,Дніпро,Architect,PHP,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2020
5,1,10.0,Продуктова,Київ,Tech Lead,TypeScript,"Software Engineer (Junior, Middle, Senior, Team/Tech Lead, Architect)",1,5800.0,2020
